299.00	9.0000	0.88389	2.0014	0.00049177
308.00	9.5000	0.88453	2.0014	0.00044356
318.00	10.000	0.88518	2.0015	0.00039690
328.00	10.500	0.88582	2.0015	0.00035637
339.00	11.500	0.88650	2.0015	0.00031774
351.00	17.500	0.88720	2.0016	0.00028153
374.00	27.000	0.88812	2.0016	0.00022584
405.00	33.000	0.88925	2.0017	0.00016992
440.00	32.500	0.89018	2.0018	0.00011451
470.00	25.000	0.89083	2.0019	8.6961e-05
490.00	25.000	0.89119	2.0020	9.5759e-05
520.00	36.500	0.89168	2.0021	0.00011452
563.00	38.500	0.89225	2.0022	0.00015706
597.00	26.500	0.89265	2.0023	0.00024082
616.00	27.500	0.89286	2.0023	0.00033583
652.00	38.000	0.89323	2.0024	0.00059419
692.00	43.000	0.89361	2.0025	0.00094639
738.00	49.500	0.89406	2.0026	0.0017025
791.00	36.000	0.89475	2.0027	0.0039502
810.00	19.500	0.89496	2.0028	0.0045149
830.00	20.500	0.89509	2.0028	0.0045627
851.00	22.000	0.89539	2.0029	0.0056991
874.00	23.000	0.89596	2.0029	0.0086531
897.00	20.500	0.89656	2.0030	0.011866
915.00	15.000	0.89683	2.0030	0.012953
927.00	12.000	0.89704	2.0030	0.013907
939.00	12.500	0.89727	2.0030	0.015054
952.00	12.500	0.89763	2.0031	0.017008
964.00	16.500	0.89839	2.0031	0.021719
985.00	23.500	0.89990	2.0031	0.031290
1011.0	21.500	0.90268	2.0032	0.049400
1028.0	13.500	0.90361	2.0032	0.055137
1038.0	13.500	0.90365	2.0033	0.054994
1055.0	20.000	0.90277	2.0033	0.048292
1078.0	20.000	0.90178	2.0033	0.040582
1095.0	14.500	0.90167	2.0034	0.039135
1107.0	12.500	0.90176	2.0034	0.039308
1120.0	13.000	0.90201	2.0034	0.040530
1133.0	13.000	0.90287	2.0035	0.045936
1146.0	13.000	0.90339	2.0035	0.048961
1159.0	13.000	0.90534	2.0035	0.061883
1172.0	13.500	0.90819	2.0035	0.080984
1186.0	14.500	0.91155	2.0036	0.10338
1201.0	18.500	0.91514	2.0036	0.12712
1223.0	26.000	0.92268	2.0036	0.17655
1253.0	31.500	0.92690	2.0037	0.20319
1286.0	28.000	0.92691	2.0038	0.20214
1309.0	18.500	0.92640	2.0038	0.19805
1323.0	14.000	0.92639	2.0038	0.19748
1337.0	14.000	0.92646	2.0039	0.19747
1351.0	14.500	0.92728	2.0039	0.20231
1366.0	15.000	0.92812	2.0039	0.20724
1381.0	15.500	0.93011	2.0039	0.21956
1397.0	15.500	0.93432	2.0040	0.24599
1412.0	16.000	0.94573	2.0040	0.31572
1429.0	16.500	0.97244	2.0039	0.45619
1445.0	16.500	0.97593	2.0041	0.46936
1462.0	17.000	0.97602	2.0041	0.46951
1479.0	17.500	0.97606	2.0041	0.46954
1497.0	18.000	0.97609	2.0042	0.46956
1515.0	18.500	0.97613	2.0042	0.46958
1534.0	19.000	0.97617	2.0042	0.46961
1553.0	19.000	0.97622	2.0043	0.46964
1572.0	19.500	0.97627	2.0043	0.46967
1592.0	26.000	0.97632	2.0043	0.46971
1624.0	37.500	0.97641	2.0044	0.46974
1667.0	44.500	0.97630	2.0045	0.46909
1713.0	47.000	0.97549	2.0045	0.46575
1761.0	49.500	0.97403	2.0047	0.45911
1812.0	43.500	0.97024	2.0047	0.44093
1848.0	28.500	0.96691	2.0048	0.42335
1869.0	21.000	0.97508	2.0049	0.46168
1890.0	21.500	0.97745	2.0049	0.47037
1912.0	22.000	0.97764	2.0049	0.47066
1934.0	22.500	0.97775	2.0049	0.47073
1957.0	23.000	0.97785	2.0050	0.47081
1980.0	23.500	0.97793	2.0050	0.47087
2004.0	24.000	0.97802	2.0050	0.47094
2028.0	24.500	0.97812	2.0051	0.47101
2053.0	25.500	0.97824	2.0051	0.47110
2079.0	26.000	0.97839	2.0052	0.47121
2105.0	26.500	0.97855	2.0052	0.47133
2132.0	27.500	0.97874	2.0053	0.47147
2160.0	28.000	0.97893	2.0053	0.47157
2188.0	28.500	0.97899	2.0053	0.47122
2217.0	29.500	0.97867	2.0055	0.46930
2247.0	30.500	0.97840	2.0054	0.46727
2278.0	28.500	0.97951	2.0055	0.47067
2304.0	24.000	0.98022	2.0055	0.47242
2326.0	21.500	0.98054	2.0056	0.47284
2347.0	22.000	0.98079	2.0056	0.47307
2370.0	22.500	0.98108	2.0056	0.47330
2392.0	23.000	0.98136	2.0057	0.47353
2416.0	23.500	0.98169	2.0057	0.47380
2439.0	23.500	0.98204	2.0057	0.47408
2463.0	24.500	0.98242	2.0058	0.47440
2488.0	25.000	0.98286	2.0058	0.47477
2513.0	25.000	0.98333	2.0059	0.47516
2538.0	25.500	0.98386	2.0059	0.47562
2564.0	26.500	0.98446	2.0059	0.47614
2591.0	23.500	0.98520	2.0060	0.47679
2611.0	17.000	0.98581	2.0060	0.47734
2625.0	14.000	0.98629	2.0060	0.47777
2639.0	14.000	0.98682	2.0061	0.47827
2653.0	14.000	0.98735	2.0061	0.47877
2667.0	14.000	0.98787	2.0061	0.47927
2681.0	14.000	0.98847	2.0061	0.47986
2695.0	14.500	0.98917	2.0061	0.48056
2710.0	15.000	0.98990	2.0061	0.48131
2725.0	15.000	0.99060	2.0062	0.48207
2740.0	15.000	0.99158	2.0062	0.48315
2755.0	15.000	0.99250	2.0062	0.48423
2770.0	15.500	0.99336	2.0062	0.48529
2786.0	15.500	0.99436	2.0061	0.48661
2801.0	32.000	0.99530	2.0060	0.48795
2850.0	25.000	0.99541	2.0054	0.48719
2851.0	74.500	0.99530	2.0053	0.48695
2999.0	148.00	0.94228	2.0063	0.43858
