299.00	9.0000	0.88378	2.0026	0.00019700
308.00	9.5000	0.88442	2.0027	0.00017800
318.00	10.000	0.88508	2.0027	0.00015900
328.00	10.500	0.88571	2.0028	0.00014300
339.00	11.500	0.88639	2.0028	0.00012700
351.00	17.500	0.88709	2.0029	0.00011300
374.00	27.000	0.88801	2.0030	9.1000e-05
405.00	33.000	0.88914	2.0032	6.8000e-05
440.00	32.500	0.89007	2.0034	4.6000e-05
470.00	25.000	0.89070	2.0035	3.5000e-05
490.00	25.000	0.89106	2.0036	3.8000e-05
520.00	36.500	0.89153	2.0038	4.6000e-05
563.00	38.500	0.89209	2.0040	6.3000e-05
597.00	26.500	0.89247	2.0041	9.7000e-05
616.00	27.500	0.89266	2.0042	0.00013500
652.00	38.000	0.89300	2.0044	0.00023900
692.00	43.000	0.89334	2.0046	0.00038000
738.00	49.500	0.89371	2.0048	0.00068400
791.00	36.000	0.89419	2.0050	0.0015890
810.00	19.500	0.89434	2.0051	0.0018170
830.00	20.500	0.89447	2.0052	0.0018370
851.00	22.000	0.89466	2.0053	0.0022960
874.00	23.000	0.89497	2.0053	0.0034920
897.00	20.500	0.89529	2.0054	0.0048000
915.00	15.000	0.89546	2.0055	0.0052430
927.00	12.000	0.89558	2.0056	0.0056330
939.00	12.500	0.89572	2.0056	0.0061020
952.00	12.500	0.89591	2.0057	0.0069040
964.00	16.500	0.89626	2.0057	0.0088440
985.00	23.500	0.89697	2.0058	0.012827
1011.0	21.500	0.89824	2.0059	0.020515
1028.0	13.500	0.89869	2.0060	0.022994
1038.0	13.500	0.89874	2.0060	0.022932
1055.0	20.000	0.89841	2.0061	0.020040
1078.0	20.000	0.89806	2.0061	0.016748
1095.0	14.500	0.89806	2.0062	0.016135
1107.0	12.500	0.89814	2.0063	0.016208
1120.0	13.000	0.89829	2.0063	0.016727
1133.0	13.000	0.89871	2.0064	0.019032
1146.0	13.000	0.89897	2.0064	0.020330
1159.0	13.000	0.89987	2.0064	0.025940
1172.0	13.500	0.90118	2.0065	0.034439
1186.0	14.500	0.90276	2.0066	0.044740
1201.0	18.500	0.90450	2.0066	0.056100
1223.0	26.000	0.90833	2.0067	0.081406
1253.0	31.500	0.91066	2.0068	0.096145
1286.0	28.000	0.91077	2.0069	0.095545
1309.0	18.500	0.91057	2.0070	0.093231
1323.0	14.000	0.91062	2.0070	0.092912
1337.0	14.000	0.91070	2.0071	0.092906
1351.0	14.500	0.91119	2.0071	0.095639
1366.0	15.000	0.91171	2.0072	0.098456
1381.0	15.500	0.91286	2.0072	0.10565
1397.0	15.500	0.91535	2.0073	0.12182
1412.0	16.000	0.92277	2.0074	0.17104
1429.0	16.500	0.95359	2.0074	0.36078
1445.0	16.500	0.97215	2.0075	0.45439
1462.0	17.000	0.97521	2.0076	0.46647
1479.0	17.500	0.97592	2.0076	0.46878
1497.0	18.000	0.97606	2.0077	0.46913
1515.0	18.500	0.97606	2.0077	0.46907
1534.0	19.000	0.97606	2.0077	0.46896
1553.0	19.000	0.97593	2.0078	0.46844
1572.0	19.500	0.97562	2.0079	0.46725
1592.0	26.000	0.97512	2.0080	0.46523
1624.0	37.500	0.97390	2.0081	0.46010
1667.0	44.500	0.96881	2.0082	0.43658
1713.0	47.000	0.96227	2.0084	0.40241
1761.0	49.500	0.95656	2.0085	0.36963
1812.0	43.500	0.94838	2.0087	0.31920
1848.0	28.500	0.94350	2.0088	0.28675
1869.0	21.000	0.95890	2.0089	0.37896
1890.0	21.500	0.97308	2.0089	0.45213
1912.0	22.000	0.97729	2.0090	0.46926
1934.0	22.500	0.97776	2.0090	0.47045
1957.0	23.000	0.97788	2.0091	0.47057
1980.0	23.500	0.97796	2.0092	0.47064
2004.0	24.000	0.97805	2.0093	0.47070
2028.0	24.500	0.97815	2.0094	0.47078
2053.0	25.500	0.97827	2.0094	0.47087
2079.0	26.000	0.97841	2.0095	0.47096
2105.0	26.500	0.97851	2.0096	0.47092
2132.0	27.500	0.97803	2.0097	0.46869
2160.0	28.000	0.97609	2.0098	0.45978
2188.0	28.500	0.97269	2.0098	0.44232
2217.0	29.500	0.96813	2.0099	0.41632
2247.0	30.500	0.96569	2.0100	0.40024
2278.0	28.500	0.97048	2.0101	0.42559
2304.0	24.000	0.97569	2.0102	0.45182
2326.0	21.500	0.97822	2.0102	0.46301
2347.0	22.000	0.97956	2.0103	0.46809
2370.0	22.500	0.98038	2.0104	0.47048
2392.0	23.000	0.98092	2.0105	0.47169
2416.0	23.500	0.98139	2.0105	0.47252
2439.0	23.500	0.98182	2.0106	0.47313
2463.0	24.500	0.98226	2.0107	0.47364
2488.0	25.000	0.98274	2.0107	0.47416
2513.0	25.000	0.98321	2.0108	0.47456
2538.0	25.500	0.98372	2.0109	0.47492
2564.0	26.500	0.98427	2.0109	0.47527
2591.0	23.500	0.98506	2.0110	0.47613
2611.0	17.000	0.98578	2.0111	0.47708
2625.0	14.000	0.98628	2.0111	0.47761
2639.0	14.000	0.98682	2.0111	0.47814
2653.0	14.000	0.98735	2.0112	0.47865
2667.0	14.000	0.98786	2.0112	0.47916
2681.0	14.000	0.98846	2.0113	0.47975
2695.0	14.500	0.98915	2.0113	0.48047
2710.0	15.000	0.98987	2.0113	0.48124
2725.0	15.000	0.99057	2.0113	0.48201
2740.0	15.000	0.99153	2.0113	0.48312
2755.0	15.000	0.99244	2.0113	0.48423
2770.0	15.500	0.99328	2.0113	0.48532
2786.0	15.500	0.99424	2.0111	0.48667
2801.0	32.000	0.99512	2.0105	0.48805
2850.0	25.000	0.99488	2.0099	0.48720
2851.0	74.500	0.99477	2.0101	0.48694
2999.0	148.00	0.94228	2.0113	0.43812
